# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 231K of event 'cycles'
# Event count (approx.): 247441296710
#
# Overhead  Command  Shared Object      Symbol                                            
# ........  .......  .................  ..................................................
#
     0.03%  nuXmv    nuXmv              [.] 0x00000000009e5c93
     0.03%  nuXmv    nuXmv              [.] 0x00000000009fb8e8
     0.03%  nuXmv    nuXmv              [.] 0x00000000009cb9e0
     0.03%  nuXmv    nuXmv              [.] 0x000000000095ed50
     0.03%  nuXmv    nuXmv              [.] 0x00000000009c847b
     0.03%  nuXmv    nuXmv              [.] 0x00000000009dc110
     0.02%  nuXmv    [kernel.kallsyms]  [k] add_wait_queue
     0.02%  nuXmv    [kernel.kallsyms]  [k] remove_wait_queue
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca1f9
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cba8c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca058
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8cc
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb984
     0.02%  nuXmv    nuXmv              [.] 0x00000000008aef46
     0.02%  nuXmv    nuXmv              [.] 0x0000000000ca7c58
     0.02%  nuXmv    [kernel.kallsyms]  [k] __cond_resched
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8543
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb95f
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e3e83
     0.02%  nuXmv    nuXmv              [.] 0x00000000008ef668
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c84ef
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e4f00
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8d8
     0.02%  nuXmv    nuXmv              [.] 0x0000000000cb7abe
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8c0
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8684
     0.02%  nuXmv    nuXmv              [.] 0x000000000094aac7
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc04f
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c868c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c84d4
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c85f1
     0.02%  nuXmv    [kernel.kallsyms]  [k] rw_verify_area
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e59df
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e59d7
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5c7d
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5a77
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb97d
     0.02%  nuXmv    nuXmv              [.] 0x000000000094aad8
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cb9f4
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c84a6
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5a7d
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c862c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8597
     0.02%  nuXmv    nuXmv              [.] 0x000000000094aa7e
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca029
     0.02%  nuXmv    nuXmv              [.] 0x0000000000cecc30
     0.02%  nuXmv    nuXmv              [.] 0x0000000000963eba
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb997
     0.02%  nuXmv    nuXmv              [.] 0x0000000000caa177
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cbe81
     0.02%  nuXmv    nuXmv              [.] 0x000000000095b864
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5a6b
     0.02%  nuXmv    nuXmv              [.] 0x000000000094aaba
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb99e
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8ee
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8523
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc40c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8c2
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb919
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb868
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8558
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc1d0
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e3e88
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca0af
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5c82
     0.02%  nuXmv    [kernel.kallsyms]  [k] update_curr
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc85f
     0.02%  nuXmv    [kernel.kallsyms]  [k] tty_flip_buffer_push
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc20c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8750
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e4f04
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c88e6
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5c86
     0.02%  nuXmv    nuXmv              [.] 0x0000000000996025
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc0ab
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e40b3
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8593
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc1e6
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8c4
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c87f7
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c861d
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e59de
     0.02%  nuXmv    [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8d0
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca030
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cba29
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca061
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca230
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca049
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5ca3
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca06d
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fc719
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc403
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c847e
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca045
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cba0a
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cb9c6
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8cb
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5bf2
     0.02%  nuXmv    nuXmv              [.] 0x000000000095b830
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8470
     0.02%  nuXmv    nuXmv              [.] 0x0000000000959830
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c85d7
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cbea0
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c846c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca1a8
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c84b8
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc0ba
     0.02%  nuXmv    nuXmv              [.] 0x0000000000949954
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8cd
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc210
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c84e1
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc0d0
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e4f09
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c85fe
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc3ba
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc03b
     0.02%  nuXmv    nuXmv              [.] 0x0000000000ca7593
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb917
     0.02%  nuXmv    nuXmv              [.] 0x000000000094ab80
     0.02%  nuXmv    nuXmv              [.] 0x000000000094ab79
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e4f2d
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc044
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca1b8
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb89c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb8df
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c85d4
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8614
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cbefe
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc8c2
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5a74
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cbe6e
     0.02%  nuXmv    [kernel.kallsyms]  [k] __fdget_pos
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca038
     0.02%  nuXmv    nuXmv              [.] 0x000000000094aa58
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cbe8e
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc878
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca097
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c88e3
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc020
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc3fb
     0.02%  nuXmv    [kernel.kallsyms]  [k] psi_flags_change
     0.02%  nuXmv    [kernel.kallsyms]  [k] get_work_pool
     0.02%  nuXmv    nuXmv              [.] 0x000000000095a629
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8645
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8763
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc843
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5c6c
     0.02%  nuXmv    nuXmv              [.] 0x00000000008a24c0
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5a6e
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e41a6
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cba1e
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e59d4
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca042
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc067
     0.02%  nuXmv    nuXmv              [.] 0x000000000094aa42
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c86a3
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cc870
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c865e
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e59fa
     0.02%  nuXmv    nuXmv              [.] 0x00000000009cbf1e
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca224
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc13c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fc63c
     0.02%  nuXmv    nuXmv              [.] 0x0000000000cb7adf
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e59e0
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c84e5
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c8787
     0.02%  nuXmv    nuXmv              [.] 0x00000000009ca1fb
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c856d
     0.02%  nuXmv    nuXmv              [.] 0x00000000009c87a0
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e5a0c
     0.02%  nuXmv    nuXmv              [.] 0x00000000009dc168
     0.02%  nuXmv    nuXmv              [.] 0x00000000009e40a7
     0.02%  nuXmv    nuXmv              [.] 0x0000000000ca3adb
     0.02%  nuXmv    nuXmv              [.] 0x00000000009fb9a0
     0.01%  nuXmv    nuXmv              [.] 0x00000000009fb965
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc8cd
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca02f
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e3e9e
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc0ec
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca24c
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e59db
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc810
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cbebf
     0.01%  nuXmv    nuXmv              [.] 0x0000000000ca3aa5
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc155
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca210
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca027
     0.01%  nuXmv    nuXmv              [.] 0x00000000009d9c28
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca04f
     0.01%  nuXmv    [kernel.kallsyms]  [k] __enqueue_entity
     0.01%  nuXmv    nuXmv              [.] 0x00000000009fb8c9
     0.01%  nuXmv    nuXmv              [.] 0x000000000094aa65
     0.01%  nuXmv    nuXmv              [.] 0x00000000009fc64e
     0.01%  nuXmv    nuXmv              [.] 0x000000000095ed57
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c88de
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c850b
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca142
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca0ab
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc136
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cbf2a
     0.01%  nuXmv    nuXmv              [.] 0x00000000008a8d76
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c85a1
     0.01%  nuXmv    nuXmv              [.] 0x0000000000963f3c
     0.01%  nuXmv    nuXmv              [.] 0x000000000094aa69
     0.01%  nuXmv    nuXmv              [.] 0x00000000008ef663
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c866b
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c860e
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca022
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cbe64
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cba16
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5a97
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc849
     0.01%  nuXmv    nuXmv              [.] 0x000000000094aab4
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cbe74
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc3ea
     0.01%  nuXmv    nuXmv              [.] 0x00000000009fbc30
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca0ee
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc0de
     0.01%  nuXmv    nuXmv              [.] 0x0000000000ca732f
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca0a0
     0.01%  nuXmv    [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.01%  nuXmv    [kernel.kallsyms]  [k] tty_write_unlock
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cb9d2
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5c79
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca03b
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c8758
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e4f45
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cbe63
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e4f25
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5cb6
     0.01%  nuXmv    nuXmv              [.] 0x00000000009fbbef
     0.01%  nuXmv    [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.01%  nuXmv    nuXmv              [.] 0x0000000000c9e764
     0.01%  nuXmv    nuXmv              [.] 0x00000000008ae538
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cbe77
     0.01%  nuXmv    nuXmv              [.] 0x00000000009fb8e4
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cb9e8
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc3dd
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca8ae
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c880b
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5c68
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c86a0
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc8d8
     0.01%  nuXmv    [kernel.kallsyms]  [k] copyin
     0.01%  nuXmv    nuXmv              [.] 0x00000000009fbba4
     0.01%  nuXmv    [kernel.kallsyms]  [k] tty_ldisc_deref
     0.01%  nuXmv    nuXmv              [.] 0x000000000095b516
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca1ea
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c8648
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc3f5
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cb9b7
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cb9bd
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca10e
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5a05
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c882c
     0.01%  nuXmv    [kernel.kallsyms]  [k] update_cfs_group
     0.01%  nuXmv    nuXmv              [.] 0x00000000009fbbbd
     0.01%  nuXmv    nuXmv              [.] 0x0000000000995fa1
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca1d8
     0.01%  nuXmv    nuXmv              [.] 0x0000000000caa96a
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5a28
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c8744
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cbe60
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c8636
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c88c7
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cbf28
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc0d8
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc8fa
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c84d1
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e3ea3
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc812
     0.01%  nuXmv    nuXmv              [.] 0x000000000095b513
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e41b7
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5c75
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c8845
     0.01%  nuXmv    nuXmv              [.] 0x00000000009d9c1f
     0.01%  nuXmv    nuXmv              [.] 0x0000000000ca7ee2
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca1f3
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c85a5
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca8b5
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca07c
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca216
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c8732
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e3e81
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cba5c
     0.01%  nuXmv    nuXmv              [.] 0x0000000000949950
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5c5c
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc94a
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca1f7
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c864c
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e4f06
     0.01%  nuXmv    nuXmv              [.] 0x00000000009cc82f
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5be6
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca086
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e4190
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc0fc
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c864f
     0.01%  nuXmv    nuXmv              [.] 0x00000000009dc1f2
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca1e0
     0.01%  nuXmv    nuXmv              [.] 0x00000000009ca1a5
     0.01%  nuXmv    nuXmv              [.] 0x00000000009c8781
     0.01%  nuXmv    nuXmv              [.] 0x00000000009e5c91
